rodada,seed,acuracia,precision_1,recall_1,f1_1
1,42,0.8248606100360774,0.3309178743961353,0.3477157360406091,0.33910891089108913
2,38,0.8176451295506724,0.3060747663551402,0.33589743589743587,0.3202933985330073
3,123,0.8278123975073794,0.3253588516746411,0.35883905013192613,0.34127979924717694
