rodada,seed,acuracia,precision_1,recall_1,f1_1
1,42,0.8622499180059036,0.44672131147540983,0.2766497461928934,0.34169278996865204
2,38,0.8724171859626106,0.5019762845849802,0.32564102564102565,0.39502332814930013
3,123,0.8704493276484093,0.475,0.40105540897097625,0.43490701001430615
