rodada,seed,acuracia,precision_1,recall_1,f1_1
1,42,0.8625778943916038,0.44493392070484583,0.2563451776649746,0.3252818035426731
2,38,0.8786487372909151,0.5490196078431373,0.28717948717948716,0.3771043771043771
3,123,0.8812725483765169,0.5555555555555556,0.22427440633245382,0.31954887218045114
