rodada,seed,acuracia,precision_1,recall_1,f1_1
1,42,0.7989504755657593,0.334841628959276,0.5634517766497462,0.42005676442762535
2,38,0.8215808461790751,0.37166666666666665,0.5717948717948718,0.4505050505050505
3,123,0.8202689406362742,0.36079077429983525,0.5778364116094987,0.44421906693711966
